unique_key,created_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,incident_address,street_name,cross_street_1,cross_street_2,bbl,location_type,landmark,vehicle_type,closed_date,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
61279130,2024-05-26T23:44:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10452.0,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:25:23.000,04 BRONX,BRONX,1007758.0,245630.0,MOBILE,Unspecified,BRONX,40.840841536420385,-73.91504002545291,"{'latitude': '40.840841536420385', 'longitude': '-73.91504002545291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930.0,50.0,5.0,42.0,27.0,27.0,1455 WALTON AVENUE,WALTON AVENUE,EAST  171 STREET,EAST  172 STREET,2028440065.0,Residential Building/House,WALTON AVENUE,,2024-05-27T00:25:16.000,,,,,,,
61273823,2024-05-26T23:44:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11221.0,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:21:24.000,04 BROOKLYN,BROOKLYN,1008150.0,190075.0,PHONE,Unspecified,BROOKLYN,40.688356470041214,-73.91382083421892,"{'latitude': '40.688356470041214', 'longitude': '-73.91382083421892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,42.0,2.0,37.0,53.0,53.0,91 WEIRFIELD STREET,WEIRFIELD STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,3033950049.0,Residential Building/House,WEIRFIELD STREET,,2024-05-27T00:21:21.000,,,,,,,
61274836,2024-05-26T23:44:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11421.0,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-26T23:59:27.000,09 QUEENS,QUEENS,1021500.0,188606.0,ONLINE,Unspecified,QUEENS,40.684278288381094,-73.86569128285007,"{'latitude': '40.684278288381094', 'longitude': '-73.86569128285007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24017.0,46.0,3.0,34.0,60.0,60.0,93-02 74 PLACE,74 PLACE,93 AVENUE,ATLANTIC AVENUE,4089400096.0,Residential Building/House,74 PLACE,,2024-05-26T23:59:23.000,,,,,,,
61274841,2024-05-26T23:44:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11421.0,86 AVENUE,JAMAICA AVENUE,ADDRESS,WOODHAVEN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:00:32.000,09 QUEENS,QUEENS,1022132.0,191502.0,ONLINE,Unspecified,QUEENS,40.69222445152404,-73.86339626180387,"{'latitude': '40.69222445152404', 'longitude': '-73.86339626180387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24017.0,46.0,3.0,34.0,60.0,60.0,86-33 79 STREET,79 STREET,86 AVENUE,JAMAICA AVENUE,4088430004.0,Residential Building/House,79 STREET,,2024-05-27T00:00:28.000,,,,,,,
61277317,2024-05-26T23:44:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10009.0,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2024-05-26T00:00:00.000,06 MANHATTAN,MANHATTAN,991271.0,205239.0,PHONE,Unspecified,MANHATTAN,40.73000753861665,-73.97466769783162,"{'latitude': '40.73000753861665', 'longitude': '-73.97466769783162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11729.0,71.0,4.0,51.0,7.0,7.0,277 AVENUE C,AVENUE C,,,1009720001.0,RESIDENTIAL BUILDING,,,,,,,,,,
61273265,2024-05-26T23:44:15.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,10040.0,NAGLE AVENUE,POST AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department issued a summons in response to the complaint.,2024-05-27T00:18:00.000,12 MANHATTAN,MANHATTAN,1005003.0,253313.0,MOBILE,Unspecified,MANHATTAN,40.86193598951442,-73.92497304954418,"{'latitude': '40.86193598951442', 'longitude': '-73.92497304954418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098.0,47.0,4.0,39.0,22.0,22.0,108 DYCKMAN STREET,DYCKMAN STREET,NAGLE AVENUE,POST AVENUE,1021740066.0,Street/Sidewalk,DYCKMAN STREET,,2024-05-27T00:17:55.000,,,,,,,
61274890,2024-05-26T23:44:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10314.0,HOLDEN BOULEVARD,QUEEN STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:11:39.000,02 STATEN ISLAND,STATEN ISLAND,948511.0,159063.0,PHONE,Unspecified,STATEN ISLAND,40.60319543476383,-74.12870415159041,"{'latitude': '40.60319543476383', 'longitude': '-74.12870415159041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700.0,30.0,1.0,13.0,75.0,75.0,107 LIVINGSTON AVENUE,LIVINGSTON AVENUE,HOLDEN BOULEVARD,QUEEN STREET,5008080003.0,Residential Building/House,LIVINGSTON AVENUE,,2024-05-27T00:11:34.000,,,,,,,
61272820,2024-05-26T23:43:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10029.0,EAST  108 STREET,EAST  109 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2024-05-26T23:59:09.000,11 MANHATTAN,MANHATTAN,998152.0,229307.0,ONLINE,Unspecified,MANHATTAN,40.79605984776229,-73.94979075566805,"{'latitude': '40.79605984776229', 'longitude': '-73.94979075566805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,36.0,14.0,14.0,1274 5 AVENUE,5 AVENUE,EAST  108 STREET,EAST  109 STREET,1016140069.0,Residential Building/House,5 AVENUE,,2024-05-26T23:59:04.000,,,,,,,
61278021,2024-05-26T23:43:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11216.0,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:19:17.000,03 BROOKLYN,BROOKLYN,996466.0,189606.0,ONLINE,Unspecified,BROOKLYN,40.68709301142668,-73.95595210811454,"{'latitude': '40.68709301142668', 'longitude': '-73.95595210811454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17618.0,69.0,2.0,49.0,51.0,51.0,142 LEXINGTON AVENUE,LEXINGTON AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,3019710011.0,Residential Building/House,LEXINGTON AVENUE,,2024-05-27T00:19:13.000,,,,,,,
61273239,2024-05-26T23:43:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034.0,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,,In Progress,,2024-05-27T01:31:24.000,12 MANHATTAN,MANHATTAN,1004290.0,254713.0,MOBILE,Unspecified,MANHATTAN,40.865780211951396,-73.9275465238366,"{'latitude': '40.865780211951396', 'longitude': '-73.9275465238366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092.0,47.0,4.0,39.0,22.0,22.0,225 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,1022370001.0,Street/Sidewalk,DYCKMAN STREET,,,,,,,,,
61277510,2024-05-26T23:43:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034.0,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,,In Progress,,2024-05-27T02:20:08.000,12 MANHATTAN,MANHATTAN,1004197.0,254915.0,ONLINE,Unspecified,MANHATTAN,40.8663348510651,-73.92788215861218,"{'latitude': '40.8663348510651', 'longitude': '-73.92788215861218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092.0,47.0,4.0,39.0,22.0,22.0,2 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,1022470056.0,Street/Sidewalk,SEAMAN AVENUE,,,,,,,,,
61272967,2024-05-26T23:43:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10460.0,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-26T23:56:42.000,03 BRONX,BRONX,1015192.0,243694.0,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269.0,34.0,5.0,43.0,25.0,25.0,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,2029820027.0,Street/Sidewalk,EAST  173 STREET,,2024-05-26T23:56:38.000,,,,,,,
61278087,2024-05-26T23:43:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373.0,40 ROAD,41 AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:35:34.000,04 QUEENS,QUEENS,1020314.0,211892.0,ONLINE,Unspecified,QUEENS,40.74819761932644,-73.86984276895343,"{'latitude': '40.74819761932644', 'longitude': '-73.86984276895343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784.0,66.0,3.0,21.0,68.0,68.0,40-31 WARREN STREET,WARREN STREET,40 ROAD,41 AVENUE,4015960015.0,Residential Building/House,WARREN STREET,,2024-05-27T00:35:31.000,,,,,,,
61271715,2024-05-26T23:43:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207.0,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:04:50.000,05 BROOKLYN,BROOKLYN,1013825.0,183390.0,PHONE,Unspecified,BROOKLYN,40.66999052919144,-73.8933871455117,"{'latitude': '40.66999052919144', 'longitude': '-73.8933871455117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214.0,45.0,2.0,25.0,47.0,47.0,395 VERMONT STREET,VERMONT STREET,BELMONT AVENUE,SUTTER AVENUE,3037570051.0,Residential Building/House,VERMONT STREET,,2024-05-27T00:04:47.000,,,,,,,
61278994,2024-05-26T23:43:23.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,10307.0,CRAIG AVENUE,AMBOY ROAD,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-26T23:57:20.000,Unspecified STATEN ISLAND,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,FISHER AVENUE,FISHER AVENUE,CRAIG AVENUE,AMBOY ROAD,,Street/Sidewalk,,,2024-05-26T23:57:16.000,,,,,,,
61271840,2024-05-26T23:43:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034.0,SEAMAN AVENUE,INDIAN ROAD,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:17:35.000,12 MANHATTAN,MANHATTAN,1006657.0,256927.0,MOBILE,Unspecified,MANHATTAN,40.871851273179466,-73.91898137162245,"{'latitude': '40.871851273179466', 'longitude': '-73.91898137162245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13092.0,47.0,4.0,39.0,22.0,22.0,583 WEST  215 STREET,WEST  215 STREET,SEAMAN AVENUE,INDIAN ROAD,1022500050.0,Street/Sidewalk,WEST  215 STREET,,2024-05-27T00:17:33.000,,,,,,,
61272404,2024-05-26T23:43:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10314.0,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department issued a summons in response to the complaint.,2024-05-27T00:32:22.000,01 STATEN ISLAND,STATEN ISLAND,938748.0,165717.0,ONLINE,Unspecified,STATEN ISLAND,40.62141451154197,-74.16390766768372,"{'latitude': '40.62141451154197', 'longitude': '-74.16390766768372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10700.0,4.0,1.0,13.0,75.0,75.0,269 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,5016580154.0,Street/Sidewalk,ADA DRIVE,,2024-05-27T00:32:18.000,,,,,,,
61273830,2024-05-26T23:43:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10001.0,WEST   27 DRIVE,10 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-26T23:58:44.000,04 MANHATTAN,MANHATTAN,983626.0,212296.0,ONLINE,Unspecified,MANHATTAN,40.749380015697156,-74.00225209416124,"{'latitude': '40.749380015697156', 'longitude': '-74.00225209416124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11722.0,12.0,4.0,10.0,6.0,6.0,459 WEST   26 STREET,WEST   26 STREET,WEST   27 DRIVE,10 AVENUE,1007240001.0,Residential Building/House,WEST   26 STREET,,2024-05-26T23:58:40.000,,,,,,,
61274915,2024-05-26T23:43:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11422.0,BENTLEY ROAD,148 DRIVE,ADDRESS,ROSEDALE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:39:15.000,13 QUEENS,QUEENS,1054462.0,177641.0,ONLINE,Unspecified,QUEENS,40.65398184357134,-73.74695810377894,"{'latitude': '40.65398184357134', 'longitude': '-73.74695810377894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24018.0,63.0,3.0,47.0,63.0,63.0,148-03 236 STREET,236 STREET,BENTLEY ROAD,148 DRIVE,4137360021.0,Residential Building/House,236 STREET,,2024-05-27T00:39:12.000,,,,,,,
61277084,2024-05-26T23:43:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11373.0,QUEENS BOULEVARD,POYER STREET,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:48:35.000,04 QUEENS,QUEENS,1017075.0,208463.0,PHONE,Unspecified,QUEENS,40.73879849589074,-73.88154924188956,"{'latitude': '40.73879849589074', 'longitude': '-73.88154924188956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784.0,66.0,3.0,5.0,68.0,68.0,81-60 DONGAN AVENUE,DONGAN AVENUE,QUEENS BOULEVARD,POYER STREET,4015400036.0,Residential Building/House,DONGAN AVENUE,,2024-05-27T00:48:30.000,,,,,,,
61271853,2024-05-26T23:43:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10468.0,UNIVERSITY AVENUE,WEBB AVENUE,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2024-05-27T00:35:17.000,07 BRONX,BRONX,1010224.0,253909.0,MOBILE,Unspecified,BRONX,40.863558010983155,-73.90609561620569,"{'latitude': '40.863558010983155', 'longitude': '-73.90609561620569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11606.0,24.0,5.0,29.0,34.0,34.0,153 FATHER ZEISER PLACE,FATHER ZEISER PLACE,UNIVERSITY AVENUE,WEBB AVENUE,2032190232.0,Street/Sidewalk,WEST  188 STREET,,2024-05-27T00:35:13.000,,,,,,,
61271630,2024-05-26T23:42:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11238.0,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:08:27.000,08 BROOKLYN,BROOKLYN,993463.0,185128.0,MOBILE,Unspecified,BROOKLYN,40.674805554644806,-73.96678630861247,"{'latitude': '40.674805554644806', 'longitude': '-73.96678630861247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13829.0,16.0,2.0,48.0,49.0,49.0,203 UNDERHILL AVENUE,UNDERHILL AVENUE,STERLING PLACE,ST JOHNS PLACE,3011730001.0,Residential Building/House,UNDERHILL AVENUE,,2024-05-27T00:08:24.000,,,,,,,
61278082,2024-05-26T23:42:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10457.0,CROTONA AVENUE,EAST  175 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-05-27T00:19:42.000,06 BRONX,BRONX,1013724.0,246373.0,PHONE,Unspecified,BRONX,40.84286295571133,-73.89347513162619,"{'latitude': '40.84286295571133', 'longitude': '-73.89347513162619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935.0,35.0,5.0,22.0,31.0,31.0,CROTONA AVENUE,CROTONA AVENUE,CROTONA AVENUE,EAST  175 STREET,,Residential Building/House,,,2024-05-27T00:19:37.000,,,,,,,
61279113,2024-05-26T23:42:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11436.0,SUTTER AVENUE,130 AVENUE,BLOCKFACE,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-05-27T00:09:57.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,146 STREET,146 STREET,SUTTER AVENUE,130 AVENUE,,Residential Building/House,,,2024-05-27T00:09:53.000,,,,,,,
61275012,2024-05-26T23:42:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10029.0,EAST  109 STREET,EAST  110 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:12:25.000,11 MANHATTAN,MANHATTAN,1001321.0,227814.0,ONLINE,Unspecified,MANHATTAN,40.791956413763515,-73.93834921565832,"{'latitude': '40.791956413763515', 'longitude': '-73.93834921565832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426.0,7.0,4.0,35.0,14.0,14.0,2130 1 AVENUE,1 AVENUE,EAST  109 STREET,EAST  110 STREET,1017010001.0,Street/Sidewalk,1 AVENUE,,2024-05-27T00:12:21.000,,,,,,,
61273621,2024-05-26T23:42:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11201.0,COLUMBIA PLACE,WILLOW PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:15:19.000,02 BROOKLYN,BROOKLYN,984815.0,191995.0,MOBILE,Unspecified,BROOKLYN,40.69365867838602,-73.99796254841226,"{'latitude': '40.69365867838602', 'longitude': '-73.99796254841226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16865.0,68.0,2.0,38.0,54.0,54.0,44 JORALEMON STREET,JORALEMON STREET,COLUMBIA PLACE,WILLOW PLACE,3002590031.0,Street/Sidewalk,JORALEMON STREET,,2024-05-27T00:15:16.000,,,,,,,
61276185,2024-05-26T23:42:35.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11355.0,MEADOW DRIVE,MEADOW LAKE ROAD WEST,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:14:40.000,81 QUEENS,QUEENS,1028988.0,209559.0,MOBILE,Unspecified,QUEENS,40.74175449983125,-73.83855334301688,"{'latitude': '40.74175449983125', 'longitude': '-73.83855334301688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14509.0,67.0,3.0,24.0,68.0,68.0,MEADOW DRIVE,MEADOW DRIVE,MEADOW DRIVE,MEADOW LAKE ROAD WEST,,Street/Sidewalk,,Car,2024-05-27T00:14:36.000,,,,,,,
61275935,2024-05-26T23:42:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11224.0,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-26T23:47:09.000,13 BROOKLYN,BROOKLYN,988993.0,149951.0,PHONE,Unspecified,BROOKLYN,40.57825561526033,-73.98292577764971,"{'latitude': '40.57825561526033', 'longitude': '-73.98292577764971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18184.0,21.0,2.0,45.0,35.0,35.0,2834 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVENUE,MERMAID AVENUE,3070220022.0,Residential Building/House,WEST   15 STREET,,2024-05-26T23:47:01.000,,,,,,,
61271855,2024-05-26T23:42:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225.0,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:22:09.000,09 BROOKLYN,BROOKLYN,995564.0,183026.0,PHONE,Unspecified,BROOKLYN,40.66903360048626,-73.9592155443489,"{'latitude': '40.66903360048626', 'longitude': '-73.9592155443489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13509.0,17.0,2.0,48.0,44.0,44.0,993 PRESIDENT STREET,PRESIDENT STREET,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,3011870064.0,Street/Sidewalk,PRESIDENT STREET,,2024-05-27T00:22:04.000,,,,,,,
61277031,2024-05-26T23:42:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207.0,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-05-26T23:47:01.000,04 BROOKLYN,BROOKLYN,1010637.0,190797.0,MOBILE,Unspecified,BROOKLYN,40.6903311276861,-73.90485033168422,"{'latitude': '40.6903311276861', 'longitude': '-73.90485033168422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214.0,42.0,2.0,37.0,53.0,53.0,237 COOPER STREET,COOPER STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,3034360041.0,Residential Building/House,COOPER STREET,,2024-05-26T23:46:58.000,,,,,,,
61278088,2024-05-26T23:42:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11373.0,40 ROAD,41 AVENUE,ADDRESS,ELMHURST,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:35:19.000,04 QUEENS,QUEENS,1020314.0,211892.0,ONLINE,Unspecified,QUEENS,40.74819761932644,-73.86984276895343,"{'latitude': '40.74819761932644', 'longitude': '-73.86984276895343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784.0,66.0,3.0,21.0,68.0,68.0,40-31 WARREN STREET,WARREN STREET,40 ROAD,41 AVENUE,4015960015.0,Residential Building/House,WARREN STREET,,2024-05-27T00:35:14.000,,,,,,,
61276186,2024-05-26T23:42:10.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11237.0,MYRTLE AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2024-05-27T00:02:29.000,04 BROOKLYN,BROOKLYN,1006312.0,194141.0,PHONE,Unspecified,BROOKLYN,40.699521466297945,-73.92043501589184,"{'latitude': '40.699521466297945', 'longitude': '-73.92043501589184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13828.0,42.0,2.0,37.0,53.0,53.0,221 HIMROD STREET,HIMROD STREET,MYRTLE AVENUE,KNICKERBOCKER AVENUE,3032680047.0,Street/Sidewalk,HIMROD STREET,Other,2024-05-27T00:02:25.000,,,,,,,
61273654,2024-05-26T23:42:09.000,NYPD,New York City Police Department,Drinking,In Public,10457.0,EAST  175 STREET,EAST  176 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:06:12.000,06 BRONX,BRONX,1014357.0,246055.0,PHONE,Unspecified,BRONX,40.84198800383347,-73.89118877434687,"{'latitude': '40.84198800383347', 'longitude': '-73.89118877434687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269.0,35.0,5.0,43.0,31.0,31.0,1822 PROSPECT AVENUE,PROSPECT AVENUE,EAST  175 STREET,EAST  176 STREET,2029530009.0,Street/Sidewalk,PROSPECT AVENUE,,2024-05-27T00:06:07.000,,,,,,,
61278220,2024-05-26T23:41:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11368.0,56 AVENUE,111 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:00:27.000,04 QUEENS,QUEENS,1025674.0,209467.0,MOBILE,Unspecified,QUEENS,40.7415181268146,-73.85051316437838,"{'latitude': '40.7415181268146', 'longitude': '-73.85051316437838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14510.0,66.0,3.0,21.0,68.0,68.0,56 AVENUE,56 AVENUE,56 AVENUE,111 STREET,,Street/Sidewalk,,,2024-05-27T00:00:21.000,,,,,,,
61271619,2024-05-26T23:41:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11209.0,90 STREET,91 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2024-05-27T00:09:02.000,10 BROOKLYN,BROOKLYN,976021.0,165038.0,ONLINE,Unspecified,BROOKLYN,40.61966382379493,-74.02964177530134,"{'latitude': '40.61966382379493', 'longitude': '-74.02964177530134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17216.0,10.0,2.0,44.0,41.0,41.0,9014 4 AVENUE,4 AVENUE,90 STREET,91 STREET,3060810069.0,Residential Building/House,4 AVENUE,,2024-05-27T00:08:57.000,,,,,,,
61272625,2024-05-26T23:41:44.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,10301.0,WALBROOKE AVENUE,KISSEL AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2024-05-27T00:08:09.000,01 STATEN ISLAND,STATEN ISLAND,955596.0,169135.0,MOBILE,Unspecified,STATEN ISLAND,40.63086670769276,-74.10323225021425,"{'latitude': '40.63086670769276', 'longitude': '-74.10323225021425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10369.0,4.0,1.0,13.0,74.0,74.0,415 FOREST AVENUE,FOREST AVENUE,WALBROOKE AVENUE,KISSEL AVENUE,5001320004.0,Store/Commercial,FOREST AVENUE,,2024-05-27T00:08:04.000,,,,,,,
